# Constructed from biom file																									
#OTU ID	Bn25	Bn26	Bn27	Bn28	Bn29	Bn30	Bn31	Bn32	Bn33	Bn34	Bn35	Bn36	Bn61	Bn62	Bn63	Bn64	Bn65	Bn66	Bn67	Bn68	Bn69	Bn70	Bn71	Bn72	taxonomy
OTU1744	0	0	7	7	0	0	1	6	0	0	0	2	0	0	5	4	0	0	0	1	0	0	1	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU636	0	0	27	6	0	2	16	0	0	4	0	0	0	20	12	3	0	0	0	1	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
OTU887	0	0	33	39	0	0	22	14	0	0	2	1	0	1	28	26	0	3	2	17	0	0	0	1	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__
OTU448	0	0	39	22	0	0	11	17	0	0	0	0	0	7	2	11	0	2	2	7	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
OTU824	0	0	45	27	0	1	14	35	0	0	14	13	0	0	27	40	0	0	1	7	0	0	10	22	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1236	0	0	14	15	0	0	12	9	0	0	3	2	0	1	1	0	0	0	0	2	0	0	5	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
OTU1339	0	0	15	10	0	0	7	11	0	0	0	0	0	0	15	7	0	0	3	1	0	0	1	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
OTU869	0	0	27	12	0	0	15	6	0	0	8	5	2	2	9	11	0	0	2	10	0	1	4	12	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__
OTU1787	0	0	17	22	0	0	5	22	0	0	2	6	0	0	16	28	0	3	1	8	0	0	3	9	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
OTU2030	0	0	4	5	0	0	1	5	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
OTU167	0	0	44	38	0	1	14	33	0	0	2	1	0	7	37	57	0	1	9	26	0	1	0	2	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
OTU725	0	0	8	1	0	0	1	5	0	0	6	1	0	0	4	9	0	0	0	0	0	0	1	1	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
OTU691	0	0	19	16	0	0	5	7	0	0	2	0	0	0	23	11	0	0	2	8	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
OTU1138	0	0	10	9	0	0	2	2	0	0	0	2	0	0	1	13	0	0	1	6	0	0	3	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
OTU1473	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	12	11	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU1272	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU490	0	0	34	42	0	0	14	25	0	2	3	20	0	0	21	34	0	0	5	12	0	0	12	20	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1885	0	0	46	41	0	0	7	21	0	0	6	9	0	0	36	31	0	0	7	20	0	0	2	8	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU843	0	0	7	2	0	2	1	0	0	1	1	0	0	11	3	0	0	2	0	1	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
OTU1903	0	0	11	4	0	0	3	2	0	0	0	4	0	0	3	3	0	0	1	3	0	0	1	3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Catellatospora; s__
OTU246	0	0	8	4	0	0	17	17	0	0	4	1	0	0	11	33	0	0	3	10	0	0	2	3	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU131	0	0	37	39	0	0	15	49	0	0	33	11	0	0	37	41	0	0	2	14	0	1	21	29	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU1041	0	0	10	12	0	0	0	0	0	0	0	0	0	0	9	2	0	0	1	5	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU1598	0	0	26	23	0	0	10	31	0	0	10	12	0	2	20	26	0	0	4	11	0	0	5	14	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
OTU1070	0	0	15	18	0	1	11	15	0	3	10	9	0	10	17	11	0	3	2	3	0	9	19	2	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU232	0	0	16	23	0	0	10	29	0	0	27	29	0	0	9	16	0	0	0	4	0	9	21	37	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1152	0	0	3	4	0	0	2	1	0	0	0	0	0	0	6	2	0	0	1	3	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU430	0	0	31	37	0	0	6	15	1	0	3	3	0	1	24	17	0	0	5	4	0	0	1	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU475	0	0	29	21	0	0	2	12	0	0	4	5	0	0	13	20	0	0	2	7	0	0	6	3	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU980	0	0	11	10	0	0	1	6	0	0	4	2	0	0	5	6	0	0	0	6	0	0	6	16	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
OTU694	0	0	34	14	0	0	4	8	0	0	6	2	0	0	12	7	0	0	1	5	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU678	0	0	29	34	0	0	19	33	0	0	26	21	0	0	12	29	0	0	2	4	0	0	9	14	k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__; g__; s__
OTU464	0	0	30	27	0	0	21	71	0	0	32	23	0	0	5	25	0	0	1	5	0	0	8	32	k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__; g__; s__
OTU2040	0	0	5	1	0	0	2	12	0	0	2	2	0	0	3	6	0	0	0	0	0	0	4	1	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
OTU511	0	0	28	34	0	0	9	19	0	0	4	2	0	0	15	20	0	1	6	9	0	0	2	1	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU455	0	0	11	7	0	0	0	3	0	0	5	3	0	0	4	8	0	0	0	0	0	0	10	2	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales
OTU709	0	0	35	54	0	0	34	26	0	0	11	6	0	0	27	36	0	1	1	4	1	0	8	17	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
OTU437	0	0	7	10	0	0	0	0	0	0	3	1	0	0	4	1	0	0	0	2	0	0	37	76	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU1756	0	0	14	3	0	0	0	4	0	0	0	1	0	0	2	4	0	0	1	1	0	0	2	1	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
OTU1482	0	0	5	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU865	0	0	6	6	0	0	2	8	0	1	1	1	0	0	9	6	0	1	1	2	0	0	0	4	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU838	0	0	9	4	0	0	3	3	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
OTU2223	0	0	18	15	0	0	4	3	0	0	0	0	0	0	27	11	0	0	4	4	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
OTU1229	0	0	4	6	0	0	4	5	0	0	7	8	0	0	2	2	0	0	0	1	0	0	2	7	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
OTU748	0	0	10	6	0	0	10	1	0	0	7	6	0	0	4	3	0	0	0	3	0	0	3	2	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
OTU670	0	0	49	50	1	1	5	24	0	0	4	3	0	1	21	42	0	0	0	15	0	0	0	1	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
OTU1791	0	0	12	11	0	0	0	2	0	0	0	0	0	2	2	8	1	0	1	2	0	1	4	7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__
OTU2041	0	0	4	4	0	0	5	3	0	0	7	11	0	0	0	5	0	0	0	0	0	0	9	22	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
OTU1155	0	0	29	26	0	0	1	9	0	0	1	1	0	0	32	23	0	0	2	20	0	0	9	3	k__Bacteria; p__Acidobacteria; c__RB25; o__; f__; g__; s__
OTU1971	0	0	6	9	0	0	1	1	0	0	0	0	0	0	9	4	0	0	0	2	0	0	2	1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU686	0	0	41	28	0	0	12	53	0	0	27	34	2	0	27	30	0	0	4	16	0	0	23	44	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
OTU1634	0	0	27	25	0	0	6	15	0	0	1	7	0	0	7	8	0	2	0	10	0	0	4	8	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU528	0	0	80	65	0	1	41	57	0	1	58	34	0	0	41	46	0	0	5	14	0	0	12	27	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
OTU1175	0	0	3	9	0	0	9	2	0	0	4	0	0	0	3	2	0	0	0	2	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
OTU863	0	0	20	19	0	0	10	13	0	0	16	6	1	0	10	25	0	2	3	7	0	0	22	32	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU275	0	0	22	29	0	0	8	31	0	0	16	7	0	1	25	45	0	0	7	5	0	2	8	15	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
OTU1022	0	0	7	16	0	0	2	7	0	0	0	0	0	0	16	14	0	0	1	13	0	0	1	3	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU1240	0	0	17	11	0	0	3	10	0	0	0	4	0	0	12	5	0	0	2	5	0	0	1	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
OTU1973	0	0	5	3	0	0	0	2	0	0	0	1	0	0	6	3	0	0	0	2	0	0	0	1	k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__5B-12; g__; s__
OTU535	0	0	29	9	1	0	12	20	0	0	25	12	0	2	5	7	0	3	3	7	0	2	8	13	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU461	0	0	13	20	0	0	0	14	0	0	13	8	0	0	31	18	0	0	5	6	0	0	0	7	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
OTU1166	0	0	10	1	0	0	0	2	0	0	3	4	0	1	1	5	0	0	2	2	0	18	6	4	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
OTU601	0	0	26	26	0	0	6	3	0	0	1	0	0	1	27	15	0	0	4	4	0	0	0	2	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
OTU1703	0	0	4	5	0	1	0	0	0	0	1	0	0	0	22	0	0	1	4	1	0	0	3	2	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
OTU791	0	0	3	1	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	10	33	21	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU375	0	0	16	16	0	0	10	21	0	0	27	44	0	0	3	20	0	1	0	0	0	0	56	104	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
OTU665	0	0	16	9	2	0	1	1	0	0	0	6	2	0	2	3	0	0	3	4	0	0	1	7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
OTU1297	0	0	3	3	0	0	0	2	0	0	0	2	0	0	2	6	0	0	0	2	0	0	2	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU318	0	0	46	36	0	0	37	51	0	0	42	35	0	1	16	27	0	1	2	10	0	0	28	53	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
OTU990	0	0	18	17	0	4	4	8	0	0	1	6	0	0	9	1	0	0	4	3	0	0	2	2	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
OTU597	0	0	33	10	0	0	6	7	0	0	1	1	0	0	31	7	0	0	4	9	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
OTU2182	0	0	16	8	0	0	8	1	0	0	3	1	0	0	5	0	0	0	0	5	0	0	5	12	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU1060	0	0	5	4	0	0	0	11	0	0	5	1	0	0	3	5	0	0	0	2	0	0	2	1	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__
OTU2105	0	0	18	7	0	0	1	7	0	0	0	0	0	0	4	5	0	0	0	4	0	0	3	7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU1538	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
OTU951	0	0	2	2	0	0	0	2	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1480	0	0	4	11	0	0	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1766	0	0	10	19	0	0	0	10	0	0	0	4	0	2	13	23	0	0	2	2	0	0	8	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU592	0	0	21	21	1	0	5	12	0	0	15	13	0	3	14	17	0	0	7	8	0	0	15	28	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU1711	0	0	3	0	0	0	2	4	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU565	0	0	59	31	0	1	24	22	0	1	13	4	0	6	47	9	0	0	3	1	0	0	5	6	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
OTU307	0	0	44	35	0	0	14	20	0	1	4	5	0	1	23	49	0	0	1	12	0	0	5	14	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__FFCH4570; g__; s__
OTU870	0	0	8	5	0	0	1	9	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU2224	0	0	9	9	0	0	2	9	0	0	4	2	0	0	7	10	0	0	4	5	0	0	5	17	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU443	0	0	12	5	0	0	2	9	0	0	0	3	0	1	4	8	0	0	4	4	0	0	0	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU379	0	0	42	35	0	0	16	14	0	0	11	16	0	0	40	38	0	0	1	10	0	0	15	24	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU813	0	0	23	11	0	0	2	4	0	0	1	1	0	0	10	3	0	0	0	0	0	0	0	4	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
OTU2036	0	0	12	2	0	0	0	7	1	0	0	2	0	1	3	7	0	0	0	0	0	0	2	4	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__; g__; s__
OTU1367	0	0	30	23	0	0	3	6	0	0	0	1	0	1	28	71	0	1	15	23	0	0	0	1	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
OTU594	0	0	8	9	0	0	2	4	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
OTU1948	0	0	32	17	0	0	8	3	0	2	9	6	0	1	8	1	0	0	0	1	0	2	17	5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Demequina; s__
OTU654	0	0	22	10	0	0	4	9	0	1	7	8	0	1	11	9	0	3	3	10	0	0	8	16	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU1992	0	0	6	9	0	0	3	2	0	0	1	1	0	0	5	1	0	0	0	4	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
OTU502	0	0	6	3	0	0	1	8	0	0	1	0	0	0	3	1	0	0	1	1	0	0	10	6	k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__
OTU1010	0	0	14	16	0	0	8	8	0	0	7	2	0	0	1	5	0	0	0	7	0	0	2	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU713	0	0	6	11	0	0	1	4	0	0	5	3	0	1	8	7	0	0	0	4	0	0	2	10	k__Bacteria; p__WS2; c__SHA-109; o__; f__; g__; s__
OTU1347	0	0	9	4	0	0	0	4	0	0	1	3	0	0	3	1	0	1	0	1	0	0	2	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__
OTU2044	0	0	8	9	0	0	2	4	0	0	0	2	0	0	6	7	0	0	0	1	0	0	0	5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__
OTU1977	0	0	7	13	0	0	11	20	0	1	3	2	0	1	15	11	0	0	6	5	0	1	1	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU2103	0	0	7	1	0	0	1	2	0	0	1	0	0	0	6	9	0	0	0	0	0	0	0	3	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
OTU2123	0	0	6	4	0	0	0	2	0	0	0	1	0	6	9	8	0	2	0	1	0	1	2	5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
OTU1571	0	0	3	10	0	0	1	0	0	0	0	0	0	7	5	0	0	3	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU820	0	0	24	18	0	0	4	2	0	0	0	1	0	1	2	9	0	0	2	5	0	6	4	8	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU1692	0	0	4	12	0	0	1	1	0	1	2	1	0	0	3	3	0	0	0	0	0	0	0	1	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__; g__; s__
OTU1451	0	0	8	7	0	0	1	17	0	0	22	14	0	0	6	14	0	0	0	4	0	0	7	24	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
OTU898	0	0	6	12	0	0	3	3	0	0	0	0	0	0	11	8	0	0	0	3	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU1681	0	0	13	18	0	0	6	26	0	0	7	4	0	2	28	18	0	0	0	5	0	0	6	10	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__
OTU1558	0	0	15	14	0	0	6	7	0	0	1	4	0	0	31	26	0	0	5	14	0	0	0	2	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU884	0	0	10	3	0	0	3	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1056	0	0	10	5	0	0	2	4	0	0	3	2	0	7	21	7	0	0	1	2	0	0	0	1	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU885	0	0	38	39	0	0	8	12	0	0	5	13	0	2	13	17	0	0	1	4	0	0	2	11	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU783	0	0	6	3	0	0	2	10	0	0	0	0	0	0	12	13	0	0	3	2	0	0	0	4	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
OTU1259	0	0	27	26	0	0	1	14	0	0	0	1	0	0	29	11	0	0	1	3	0	0	2	1	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1
OTU1072	0	0	7	4	0	0	2	4	0	0	1	3	0	0	4	3	0	0	0	0	0	0	3	2	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU1777	0	0	1	2	0	0	1	3	0	0	2	2	0	0	4	4	0	0	0	0	0	0	2	9	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU1682	0	0	11	11	0	0	7	4	0	0	2	2	0	0	3	5	0	0	0	1	0	0	1	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU1521	0	0	8	1	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	k__Bacteria; p__TM7; c__; o__; f__; g__; s__
OTU1085	0	0	3	4	0	0	3	5	0	0	11	6	0	0	2	1	0	0	0	1	0	1	10	16	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
OTU837	0	0	32	15	1	0	8	9	0	0	7	7	0	11	9	11	0	0	1	7	0	0	4	4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__Nonomuraea; s__
OTU1717	0	0	26	8	0	2	16	7	0	0	10	4	0	0	1	0	0	0	0	0	0	1	8	9	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU1539	0	0	20	19	0	0	8	10	0	1	5	2	0	2	10	14	0	0	4	2	0	0	1	2	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
OTU846	0	0	2	0	0	0	1	0	0	0	2	8	0	0	2	1	0	0	0	0	0	0	21	34	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
OTU596	0	0	9	2	0	0	7	0	0	0	0	0	0	1	4	1	0	0	1	1	0	0	1	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU1813	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
OTU912	0	0	22	20	0	0	7	19	0	0	4	2	0	0	18	14	0	0	4	7	0	0	1	5	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
OTU952	0	0	3	4	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU1221	0	0	21	19	0	0	4	6	0	2	1	4	0	1	4	15	0	1	1	15	0	0	0	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
OTU1071	0	0	6	4	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU714	0	0	42	31	0	2	6	27	0	0	2	4	0	6	23	26	0	0	7	9	0	0	1	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
OTU476	0	0	14	19	0	0	4	15	0	0	0	0	0	0	18	14	0	0	1	4	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
OTU655	0	0	14	19	0	0	11	5	0	0	5	5	0	0	12	4	0	0	0	2	0	0	1	11	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
OTU1029	0	0	16	10	0	0	2	9	0	0	1	2	0	0	12	23	0	0	0	11	0	0	1	1	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
